Channel			  :,CH1
201,120.00
202,160.00
203,160.00
204,120.00
205,160.00
206,160.00
207,160.00
208,160.00
209,160.00
210,160.00
211,160.00
212,160.00
213,200.00
214,160.00
215,160.00
216,200.00
217,200.00
218,120.00
219,120.00
220,120.00
221,120.00
222,160.00
223,200.00
224,200.00
225,120.00
226,160.00
227,160.00
228,200.00
229,160.00
230,120.00
231,120.00
232,160.00
233,160.00
234,160.00
235,200.00
236,160.00
237,160.00
238,160.00
239,200.00
240,200.00
241,160.00
242,120.00
243,160.00
244,160.00
245,200.00
246,200.00
247,160.00
248,160.00
249,200.00
250,160.00
251,160.00
252,120.00
253,160.00
254,160.00
255,120.00
256,160.00
257,160.00
258,160.00
259,120.00
260,160.00
261,200.00
262,120.00
263,120.00
264,160.00
265,240.00
266,200.00
267,160.00
268,160.00
269,120.00
270,120.00
271,160.00
272,160.00
273,160.00
274,160.00
275,160.00
276,120.00
277,160.00
278,240.00
279,160.00
280,160.00
281,160.00
282,120.00
283,160.00
284,160.00
285,160.00
286,160.00
287,160.00
288,160.00
289,200.00
290,200.00
291,160.00
292,120.00
293,160.00
294,200.00
295,120.00
296,120.00
297,120.00
298,120.00
299,160.00
300,200.00
301,160.00
302,160.00
303,160.00
304,160.00
305,200.00
306,200.00
307,160.00
308,160.00
309,160.00
310,160.00
311,200.00
312,120.00
313,160.00
314,160.00
315,240.00
316,200.00
317,160.00
318,120.00
319,120.00
320,120.00
321,160.00
322,200.00
323,200.00
324,160.00
325,120.00
326,120.00
327,200.00
328,160.00
329,160.00
330,120.00
331,120.00
332,160.00
333,200.00
334,160.00
335,160.00
336,120.00
337,160.00
338,160.00
339,200.00
340,160.00
341,160.00
342,160.00
343,160.00
344,160.00
345,200.00
346,160.00
347,160.00
348,160.00
349,200.00
350,160.00
351,160.00
352,120.00
353,160.00
354,200.00
355,120.00
356,160.00
357,160.00
358,160.00
359,160.00
360,200.00
361,160.00
362,160.00
363,160.00
364,160.00
365,160.00
366,200.00
367,160.00
368,160.00
369,160.00
370,160.00
371,160.00
372,160.00
373,200.00
374,160.00
375,160.00
376,160.00
377,160.00
378,160.00
379,160.00
380,160.00
381,160.00
382,160.00
383,160.00
384,160.00
385,120.00
386,160.00
387,120.00
388,160.00
389,160.00
390,160.00
391,160.00
392,200.00
393,160.00
394,160.00
395,160.00
396,160.00
397,160.00
398,160.00
399,160.00
400,160.00
401,120.00
402,160.00
403,160.00
404,160.00
405,160.00
406,160.00
407,160.00
408,160.00
409,200.00
410,160.00
411,160.00
412,160.00
413,120.00
414,160.00
415,160.00
416,160.00
417,160.00
418,160.00
419,160.00
420,160.00
421,160.00
422,160.00
423,160.00
424,160.00
425,160.00
426,160.00
427,160.00
428,160.00
429,160.00
430,160.00
431,160.00
432,160.00
433,160.00
434,160.00
435,160.00
436,160.00
437,160.00
438,160.00
439,200.00
440,200.00
441,120.00
442,120.00
443,120.00
444,120.00
445,160.00
446,200.00
447,120.00
448,160.00
449,120.00
450,160.00
451,160.00
452,160.00
453,160.00
454,120.00
455,160.00
456,160.00
457,160.00
458,160.00
459,160.00
460,120.00
461,160.00
462,160.00
463,120.00
464,160.00
465,160.00
466,120.00
467,160.00
468,160.00
469,120.00
470,160.00
471,120.00
472,120.00
473,160.00
474,160.00
475,160.00
476,160.00
477,160.00
478,160.00
479,160.00
480,160.00
481,160.00
482,120.00
483,120.00
484,160.00
485,200.00
486,160.00
487,120.00
488,160.00
489,240.00
490,160.00
491,120.00
492,120.00
493,160.00
494,120.00
495,160.00
496,200.00
497,120.00
498,120.00
499,120.00
500,160.00
501,160.00
502,160.00
503,120.00
504,120.00
505,120.00
506,160.00
507,160.00
508,160.00
509,160.00
510,120.00
511,160.00
512,160.00
513,160.00
514,160.00
515,120.00
516,160.00
517,160.00
518,120.00
519,160.00
520,120.00
521,120.00
522,160.00
523,200.00
524,160.00
525,160.00
526,120.00
527,120.00
528,160.00
529,160.00
530,160.00
531,120.00
532,120.00
533,160.00
534,160.00
535,160.00
536,160.00
537,120.00
538,160.00
539,160.00
540,160.00
541,160.00
542,120.00
543,160.00
544,160.00
545,160.00
546,120.00
547,120.00
548,120.00
549,160.00
550,160.00
551,160.00
552,160.00
553,160.00
554,160.00
555,160.00
556,160.00
557,160.00
558,120.00
559,120.00
560,160.00
561,160.00
562,160.00
563,120.00
564,120.00
565,160.00
566,160.00
567,160.00
568,120.00
569,160.00
570,160.00
571,160.00
572,160.00
573,160.00
574,160.00
575,120.00
576,160.00
577,160.00
578,120.00
579,160.00
580,160.00
581,160.00
582,160.00
583,160.00
584,120.00
585,160.00
586,160.00
587,160.00
588,160.00
589,160.00
590,160.00
591,160.00
592,160.00
593,160.00
594,160.00
595,160.00
596,160.00
597,160.00
598,160.00
599,160.00
600,120.00
601,120.00
602,160.00
603,120.00
604,160.00
605,120.00
606,160.00
607,160.00
608,160.00
609,120.00
610,160.00
611,120.00
612,160.00
613,160.00
614,160.00
615,160.00
616,160.00
617,160.00
618,160.00
619,120.00
620,120.00
621,160.00
622,160.00
623,160.00
624,160.00
625,160.00
626,120.00
627,120.00
628,120.00
629,160.00
630,160.00
631,160.00
632,120.00
633,160.00
634,160.00
635,160.00
636,120.00
637,120.00
638,160.00
639,160.00
640,120.00
641,120.00
642,160.00
643,160.00
644,160.00
645,160.00
646,160.00
647,120.00
648,160.00
649,120.00
650,120.00
651,120.00
652,160.00
653,160.00
654,160.00
655,120.00
656,120.00
657,120.00
658,160.00
659,160.00
660,200.00
661,160.00
662,120.00
663,80.00
664,120.00
665,120.00
666,120.00
667,160.00
668,160.00
669,160.00
670,120.00
671,120.00
672,160.00
673,160.00
674,160.00
675,160.00
676,120.00
677,120.00
678,160.00
679,160.00
680,120.00
681,160.00
682,120.00
683,160.00
684,160.00
685,160.00
686,160.00
687,120.00
688,160.00
689,160.00
690,160.00
691,160.00
692,120.00
693,120.00
694,160.00
695,160.00
696,160.00
697,120.00
698,120.00
699,120.00
700,160.00
701,120.00
702,160.00
703,120.00
704,120.00
705,160.00
706,160.00
707,160.00
708,120.00
709,120.00
710,200.00
711,120.00
712,120.00
713,80.00
714,120.00
715,80.00
716,120.00
717,160.00
718,160.00
719,120.00
720,120.00
721,120.00
722,160.00
723,160.00
724,160.00
725,120.00
726,120.00
727,120.00
728,160.00
729,160.00
730,120.00
731,120.00
732,160.00
733,160.00
734,160.00
735,120.00
736,120.00
737,120.00
738,120.00
739,160.00
740,160.00
741,120.00
742,120.00
743,160.00
744,160.00
745,160.00
746,120.00
747,120.00
748,120.00
749,160.00
750,160.00
751,120.00
752,120.00
753,120.00
754,160.00
755,160.00
756,160.00
757,120.00
758,120.00
759,120.00
760,160.00
761,160.00
762,120.00
763,120.00
764,120.00
765,120.00
766,160.00
767,200.00
768,160.00
769,120.00
770,120.00
771,120.00
772,160.00
773,160.00
774,120.00
775,120.00
776,120.00
777,160.00
778,160.00
779,-400.00
780,-3080.00
781,-3040.00
782,-3080.00
783,-3080.00
784,-3040.00
785,-3080.00
786,-3040.00
787,-3080.00
788,-3080.00
789,-3080.00
790,-3080.00
791,-3040.00
792,-3040.00
793,-3080.00
794,-3080.00
795,-3080.00
796,-3040.00
797,-3080.00
798,-3040.00
799,-3080.00
800,-3040.00
801,-3080.00
802,-3080.00
803,-3080.00
804,-3080.00
805,-3040.00
806,-3080.00
807,-3040.00
808,-3080.00
809,-3040.00
810,-3040.00
811,-3040.00
812,-3040.00
813,-3080.00
814,-3080.00
815,-3080.00
816,-3080.00
817,-3080.00
818,-3040.00
819,-3080.00
820,-3080.00
821,-3040.00
822,-3040.00
823,-3040.00
824,-3040.00
825,-3080.00
826,-3040.00
827,-3040.00
828,-3040.00
829,-3080.00
830,-3080.00
831,-3040.00
832,-3040.00
833,-3080.00
834,-3080.00
835,-3080.00
836,-3080.00
837,-3040.00
838,-3040.00
839,-3040.00
840,-3080.00
841,-3080.00
842,-3120.00
843,-3080.00
844,-3080.00
845,-3080.00
846,-3040.00
847,-3040.00
848,-3080.00
849,-3040.00
850,-3080.00
851,-3080.00
852,-3040.00
853,-3040.00
854,-3040.00
855,-3080.00
856,-3080.00
857,-3040.00
858,-3040.00
859,-3080.00
860,-3040.00
861,-3080.00
862,-3080.00
863,-3040.00
864,-3040.00
865,-3040.00
866,-3080.00
867,-3040.00
868,-3040.00
869,-3040.00
870,-3040.00
871,-3080.00
872,-3080.00
873,-3080.00
874,-3040.00
875,-3040.00
876,-3040.00
877,-3040.00
878,-3080.00
879,-3040.00
880,-3080.00
881,-3040.00
882,-3040.00
883,-3040.00
884,-3040.00
885,-3080.00
886,-3080.00
887,-3080.00
888,-3080.00
889,-3080.00
890,-3040.00
891,-3040.00
892,-3080.00
893,-3080.00
894,-3080.00
895,-3040.00
896,-3040.00
897,-3040.00
898,-3080.00
899,-3080.00
900,-3040.00
901,-3080.00
902,-3080.00
903,-3080.00
904,-3040.00
905,-3080.00
906,-3040.00
907,-3040.00
908,-3040.00
909,-3080.00
910,-3040.00
911,-3040.00
912,-3040.00
913,-3040.00
914,-3080.00
915,-3040.00
916,-3080.00
917,-3080.00
918,-3080.00
919,-3040.00
920,-3080.00
921,-3080.00
922,-3080.00
923,-3040.00
924,-3080.00
925,-3080.00
926,-3080.00
927,-3080.00
928,-3040.00
929,-3040.00
930,-3040.00
931,-3080.00
932,-3040.00
933,-3080.00
934,-3040.00
935,-3080.00
936,-3040.00
937,-3040.00
938,-3080.00
939,-3080.00
940,-3040.00
941,-3040.00
942,-3040.00
943,-3080.00
944,-3080.00
945,-3040.00
946,-3040.00
947,-3040.00
948,-3080.00
949,-3080.00
950,-3040.00
951,-3040.00
952,-3040.00
953,-3040.00
954,-3040.00
955,-3040.00
956,-3040.00
957,-3080.00
958,-3040.00
959,-3080.00
960,-3080.00
961,-3040.00
962,-3080.00
963,-3080.00
964,-3040.00
965,-3080.00
966,-3080.00
967,-3040.00
968,-3040.00
969,-3080.00
970,-3040.00
971,-3080.00
972,-3040.00
973,-3040.00
974,-3040.00
975,-3040.00
976,-3040.00
977,-3040.00
978,-3040.00
979,-3040.00
980,-3040.00
981,-3040.00
982,-3080.00
983,-3080.00
984,-3080.00
985,-3080.00
986,-3120.00
987,-3040.00
988,-3040.00
989,-3040.00
990,-3040.00
991,-3080.00
992,-3040.00
993,-3040.00
994,-3040.00
995,-3040.00
996,-3040.00
997,-3040.00
998,-3040.00
999,-3080.00
1000,-3040.00
1001,-3080.00
1002,-3040.00
1003,-3040.00
1004,-3080.00
1005,-3080.00
1006,-3040.00
1007,-3040.00
1008,-3080.00
1009,-3040.00
1010,-3040.00
1011,-3040.00
1012,-3040.00
1013,-3080.00
1014,-3040.00
1015,-3040.00
1016,-3040.00
1017,-3040.00
1018,-3080.00
1019,-3040.00
1020,-3040.00
1021,-3040.00
1022,-3040.00
1023,-3040.00
1024,-3080.00
1025,-3040.00
1026,-3080.00
1027,-3040.00
1028,-3040.00
1029,-3040.00
1030,-3080.00
1031,-3040.00
1032,-3040.00
1033,-3040.00
1034,-3080.00
1035,-3040.00
1036,-3040.00
1037,-3040.00
1038,-3040.00
1039,-3040.00
1040,-3080.00
1041,-3080.00
1042,-3080.00
1043,-3040.00
1044,-3040.00
1045,-3040.00
1046,-3040.00
1047,-3040.00
1048,-3040.00
1049,-3040.00
1050,-3040.00
1051,-3040.00
1052,-3040.00
1053,-3040.00
1054,-3040.00
1055,-3040.00
1056,-3040.00
1057,-3040.00
1058,-3040.00
1059,-3040.00
1060,-3040.00
1061,-3040.00
1062,-3040.00
1063,-3040.00
1064,-3040.00
1065,-3040.00
1066,-3040.00
1067,-3040.00
1068,-3040.00
1069,-3040.00
1070,-3040.00
1071,-3040.00
1072,-3080.00
1073,-3080.00
1074,-3080.00
1075,-3040.00
1076,-3080.00
1077,-3040.00
1078,-3040.00
1079,-3080.00
1080,-3040.00
1081,-3080.00
1082,-3040.00
1083,-3040.00
1084,-3080.00
1085,-3040.00
1086,-3080.00
1087,-3040.00
1088,-3040.00
1089,-3040.00
1090,-3080.00
1091,-3080.00
1092,-3040.00
1093,-3040.00
1094,-3040.00
1095,-3040.00
1096,-3040.00
1097,-3040.00
1098,-3040.00
1099,-3080.00
1100,-3040.00
1101,-3040.00
1102,-3080.00
1103,-3040.00
1104,-3040.00
1105,-3040.00
1106,-3040.00
1107,-3040.00
1108,-3120.00
1109,-3080.00
1110,-3040.00
1111,-3040.00
1112,-3040.00
1113,-3040.00
1114,-3080.00
1115,-3080.00
1116,-3040.00
1117,-3040.00
1118,-3080.00
1119,-3040.00
1120,-3040.00
1121,-3040.00
1122,-3040.00
1123,-3040.00
1124,-3080.00
1125,-3040.00
1126,-3040.00
1127,-3040.00
1128,-3040.00
1129,-3040.00
1130,-3040.00
1131,-3040.00
1132,-3080.00
1133,-3040.00
1134,-3040.00
1135,-3040.00
1136,-3040.00
1137,-3040.00
1138,-3040.00
1139,-3040.00
1140,-3040.00
1141,-3080.00
1142,-3040.00
1143,-3040.00
1144,-3040.00
1145,-3040.00
1146,-3040.00
1147,-3040.00
1148,-3040.00
1149,-3040.00
1150,-3040.00
1151,-3040.00
1152,-3080.00
1153,-3040.00
1154,-3040.00
1155,-3080.00
1156,-3080.00
1157,-3080.00
1158,-3080.00
1159,-3040.00
1160,-3040.00
1161,-3040.00
1162,-3040.00
1163,-3040.00
1164,-3040.00
1165,-3080.00
1166,-3080.00
1167,-3080.00
1168,-3080.00
1169,-3080.00
1170,-3040.00
1171,-3000.00
1172,-3040.00
1173,-3040.00
1174,-3040.00
1175,-3040.00
1176,-3040.00
1177,-3040.00
1178,-3080.00
1179,-3040.00
1180,-3040.00
1181,-3040.00
1182,-3040.00
1183,-3040.00
1184,-3040.00
1185,-3040.00
1186,-3040.00
1187,-3040.00
1188,-3040.00
1189,-3040.00
1190,-3040.00
1191,-3040.00
1192,-3040.00
1193,-3080.00
1194,-3040.00
1195,-3080.00
1196,-3080.00
1197,-3040.00
1198,-3040.00
1199,-3040.00
1200,-3080.00
1201,-3080.00
1202,-3040.00
1203,-3040.00
1204,-3080.00
1205,-3080.00
1206,-3040.00
1207,-3040.00
1208,-3040.00
1209,-3040.00
1210,-3040.00
1211,-3080.00
1212,-3080.00
1213,-3040.00
1214,-3080.00
1215,-3040.00
1216,-3040.00
1217,-3040.00
1218,-3040.00
1219,-3040.00
1220,-3040.00
1221,-3040.00
1222,-3040.00
1223,-3080.00
1224,-3080.00
1225,-3080.00
1226,-3040.00
1227,-3040.00
1228,-3040.00
1229,-3040.00
1230,-3040.00
1231,-3080.00
1232,-3080.00
1233,-3040.00
1234,-3040.00
1235,-3040.00
1236,-3040.00
1237,-3040.00
1238,-3040.00
1239,-3040.00
1240,-3080.00
1241,-3080.00
1242,-3040.00
1243,-3080.00
1244,-3040.00
1245,-3040.00
1246,-3040.00
1247,-3080.00
1248,-3040.00
1249,-3040.00
1250,-3040.00
1251,-3040.00
1252,-3040.00
1253,-3040.00
1254,-3080.00
1255,-3080.00
1256,-3040.00
1257,-3040.00
1258,-3040.00
1259,-3040.00
1260,-3040.00
1261,-3080.00
1262,-3080.00
1263,-3080.00
1264,-3080.00
1265,-3080.00
1266,-3040.00
1267,-3040.00
1268,-3080.00
1269,-3080.00
1270,-3080.00
1271,-3080.00
1272,-3080.00
1273,-3080.00
1274,-3080.00
1275,-3080.00
1276,-3040.00
1277,-3120.00
1278,-3080.00
1279,-3080.00
1280,-3080.00
1281,-3120.00
1282,-3120.00
1283,-3120.00
1284,-3080.00
1285,-3120.00
1286,-3080.00
1287,-3120.00
1288,-3120.00
1289,-3080.00
1290,-3120.00
1291,-3080.00
1292,-3120.00
1293,-3120.00
1294,-3080.00
1295,-3120.00
1296,-3120.00
1297,-3080.00
1298,-3160.00
1299,-3080.00
1300,-3120.00
1301,-3120.00
1302,-3080.00
1303,-3120.00
1304,-3080.00
1305,-3080.00
1306,-3120.00
1307,-3080.00
1308,-3120.00
1309,-3120.00
1310,-3120.00
1311,-3080.00
1312,-3120.00
1313,-3120.00
1314,-3080.00
1315,-3120.00
1316,-3120.00
1317,-3160.00
1318,-3120.00
1319,-3120.00
1320,-3120.00
1321,-3080.00
1322,-3120.00
1323,-3120.00
1324,-3160.00
1325,-3160.00
1326,-3120.00
1327,-3120.00
1328,-3200.00
1329,-3120.00
1330,-3160.00
1331,-3120.00
1332,-3080.00
1333,-3120.00
1334,-3160.00
1335,-3160.00
1336,-3080.00
1337,-3120.00
1338,-3120.00
1339,-3120.00
1340,-3160.00
1341,-3160.00
1342,-3080.00
1343,-3120.00
1344,-3080.00
1345,-3160.00
1346,-3120.00
1347,-3120.00
1348,-3120.00
1349,-3120.00
1350,-3120.00
1351,-3120.00
1352,-3120.00
1353,-3080.00
1354,-3160.00
1355,-3160.00
1356,-3200.00
1357,-3120.00
1358,-3080.00
1359,-3120.00
1360,-3080.00
1361,-3040.00
1362,-2680.00
1363,-2280.00
1364,-1920.00
1365,-1640.00
1366,-1320.00
1367,-1160.00
1368,-1000.00
1369,-800.00
1370,-680.00
1371,-520.00
1372,-480.00
1373,-400.00
1374,-360.00
1375,-200.00
1376,-120.00
1377,-120.00
1378,-120.00
1379,-80.00
1380,-40.00
1381,0.00
1382,40.00
1383,40.00
1384,40.00
1385,80.00
1386,80.00
1387,120.00
1388,120.00
1389,120.00
1390,120.00
1391,120.00
1392,120.00
1393,160.00
1394,160.00
1395,120.00
1396,160.00
1397,120.00
1398,200.00
1399,160.00
1400,160.00
1401,120.00
1402,160.00
1403,200.00
1404,200.00
1405,160.00
1406,120.00
1407,160.00
1408,160.00
1409,200.00
1410,240.00
1411,120.00
1412,160.00
1413,160.00
1414,200.00
1415,200.00
1416,200.00
1417,160.00
1418,160.00
1419,200.00
1420,240.00
1421,240.00
1422,280.00
1423,240.00
1424,240.00
1425,240.00
1426,240.00
1427,280.00
1428,240.00
1429,240.00
1430,240.00
1431,240.00
1432,240.00
1433,240.00
1434,200.00
1435,200.00
1436,240.00
1437,240.00
1438,240.00
1439,240.00
1440,200.00
1441,200.00
1442,200.00
1443,240.00
1444,200.00
1445,200.00
1446,200.00
1447,240.00
1448,160.00
1449,160.00
1450,160.00
1451,160.00
1452,160.00
1453,160.00
1454,120.00
1455,160.00
1456,160.00
1457,160.00
1458,200.00
1459,120.00
1460,200.00
1461,160.00
1462,160.00
1463,160.00
1464,200.00
1465,200.00
1466,160.00
1467,160.00
1468,160.00
1469,160.00
1470,160.00
1471,160.00
1472,200.00
1473,200.00
1474,160.00
1475,200.00
1476,160.00
1477,160.00
1478,200.00
1479,120.00
1480,200.00
1481,0.00
1482,0.00
1483,0.00
1484,40.00
1485,40.00
1486,80.00
1487,80.00
1488,80.00
1489,80.00
1490,120.00
1491,120.00
1492,160.00
1493,160.00
1494,160.00
1495,160.00
1496,160.00
1497,160.00
1498,120.00
1499,160.00
1500,160.00
1501,160.00
1502,160.00
1503,160.00
1504,160.00
1505,160.00
1506,160.00
1507,160.00
1508,160.00
1509,160.00
1510,120.00
1511,160.00
1512,160.00
1513,200.00
1514,160.00
1515,120.00
1516,160.00
1517,160.00
1518,160.00
1519,200.00
1520,160.00
1521,160.00
1522,160.00
1523,200.00
1524,160.00
1525,160.00
1526,160.00
1527,160.00
1528,200.00
1529,120.00
1530,160.00
1531,160.00
1532,120.00
1533,160.00
1534,120.00
1535,120.00
1536,200.00
1537,160.00
1538,160.00
1539,160.00
1540,160.00
1541,160.00
1542,160.00
1543,120.00
1544,200.00
1545,160.00
1546,240.00
1547,240.00
1548,240.00
1549,240.00
1550,240.00
1551,240.00
1552,240.00
1553,240.00
1554,240.00
1555,240.00
1556,240.00
1557,240.00
1558,200.00
1559,200.00
1560,200.00
1561,240.00
1562,200.00
1563,200.00
1564,200.00
1565,200.00
1566,200.00
1567,200.00
1568,120.00
1569,200.00
1570,200.00
1571,160.00
1572,160.00
1573,200.00
1574,160.00
1575,160.00
1576,160.00
1577,160.00
1578,120.00
1579,160.00
1580,120.00
1581,120.00
1582,160.00
1583,160.00
1584,160.00
1585,120.00
1586,160.00
1587,160.00
1588,160.00
1589,160.00
1590,200.00
1591,160.00
1592,120.00
1593,120.00
1594,160.00
1595,160.00
1596,160.00
1597,160.00
1598,160.00
1599,120.00
1600,160.00
1601,160.00
1602,160.00
1603,120.00
1604,120.00
1605,160.00
1606,0.00
1607,-80.00
1608,-80.00
1609,0.00
1610,40.00
1611,80.00
1612,80.00
1613,80.00
1614,80.00
1615,120.00
1616,120.00
1617,120.00
1618,80.00
1619,120.00
1620,120.00
1621,120.00
1622,160.00
1623,120.00
1624,120.00
1625,120.00
1626,200.00
1627,200.00
1628,80.00
1629,120.00
1630,120.00
1631,120.00
1632,160.00
1633,160.00
1634,120.00
1635,160.00
1636,120.00
1637,160.00
1638,160.00
1639,200.00
1640,120.00
1641,120.00
1642,160.00
1643,160.00
1644,200.00
1645,160.00
1646,120.00
1647,160.00
1648,120.00
1649,160.00
1650,120.00
1651,160.00
1652,120.00
1653,160.00
1654,160.00
1655,120.00
1656,160.00
1657,160.00
1658,120.00
1659,160.00
1660,200.00
1661,200.00
1662,160.00
1663,120.00
1664,120.00
1665,160.00
1666,200.00
1667,160.00
1668,160.00
1669,160.00
1670,240.00
1671,240.00
1672,240.00
1673,240.00
1674,200.00
1675,280.00
1676,240.00
1677,240.00
1678,160.00
1679,160.00
1680,160.00
1681,200.00
1682,240.00
1683,240.00
1684,240.00
1685,200.00
1686,160.00
1687,200.00
1688,200.00
1689,240.00
1690,200.00
1691,200.00
1692,160.00
1693,240.00
1694,240.00
1695,200.00
1696,160.00
1697,160.00
1698,200.00
1699,160.00
1700,200.00
1701,120.00
1702,160.00
1703,160.00
1704,200.00
1705,160.00
1706,160.00
1707,160.00
1708,160.00
1709,160.00
1710,160.00
1711,160.00
1712,160.00
1713,160.00
1714,160.00
1715,160.00
1716,200.00
1717,160.00
1718,120.00
1719,120.00
1720,160.00
1721,160.00
1722,160.00
1723,160.00
1724,160.00
1725,240.00
1726,240.00
1727,40.00
1728,120.00
1729,120.00
1730,120.00
1731,-40.00
1732,-40.00
1733,0.00
1734,0.00
1735,0.00
1736,-1360.00
1737,-3120.00
1738,-3040.00
1739,-3120.00
1740,-3080.00
1741,-3040.00
1742,-3080.00
1743,-3080.00
1744,-3080.00
1745,-3080.00
1746,-3080.00
1747,-3080.00
1748,-3040.00
1749,-3080.00
1750,-3080.00
1751,-3040.00
1752,-3080.00
1753,-3080.00
1754,-3080.00
1755,-3080.00
1756,-3080.00
1757,-3040.00
1758,-3080.00
1759,-3040.00
1760,-3080.00
1761,-3080.00
1762,-3080.00
1763,-3040.00
1764,-3080.00
1765,-3040.00
1766,-3080.00
1767,-3080.00
1768,-3040.00
1769,-3040.00
1770,-3040.00
1771,-3040.00
1772,-3040.00
1773,-3040.00
1774,-3040.00
1775,-3040.00
1776,-3040.00
1777,-3040.00
1778,-3080.00
1779,-3080.00
1780,-3080.00
1781,-3040.00
1782,-3040.00
1783,-3040.00
1784,-3040.00
1785,-3080.00
1786,-3040.00
1787,-3080.00
1788,-3080.00
1789,-3080.00
1790,-3080.00
1791,-3040.00
1792,-3040.00
1793,-3040.00
1794,-3040.00
1795,-3040.00
1796,-3040.00
1797,-3040.00
1798,-3080.00
1799,-3040.00
1800,-3040.00
1801,-3040.00
1802,-3080.00
1803,-3080.00
1804,-3040.00
1805,-3040.00
1806,-3040.00
1807,-3040.00
1808,-3040.00
1809,-3080.00
1810,-3040.00
1811,-3040.00
1812,-3040.00
1813,-3080.00
1814,-3040.00
1815,-3040.00
1816,-3080.00
1817,-3040.00
1818,-3040.00
1819,-3080.00
1820,-3040.00
1821,-3080.00
1822,-3080.00
1823,-3040.00
1824,-3080.00
1825,-3040.00
1826,-3080.00
1827,-3040.00
1828,-3080.00
1829,-3040.00
1830,-3040.00
1831,-3040.00
1832,-3040.00
1833,-3080.00
1834,-3040.00
1835,-3040.00
1836,-3080.00
1837,-3040.00
1838,-3040.00
1839,-3040.00
1840,-3080.00
1841,-3080.00
1842,-3040.00
1843,-3080.00
1844,-3040.00
1845,-3040.00
1846,-3040.00
1847,-3080.00
1848,-3040.00
1849,-3040.00
1850,-3040.00
1851,-3080.00
1852,-3040.00
1853,-3080.00
1854,-3120.00
1855,-3080.00
1856,-3080.00
1857,-3080.00
1858,-3080.00
1859,-3080.00
1860,-3080.00
1861,-3040.00
1862,-3040.00
1863,-3040.00
1864,-3080.00
1865,-3040.00
1866,-3040.00
1867,-3040.00
1868,-3040.00
1869,-3040.00
1870,-3080.00
1871,-3040.00
1872,-3040.00
1873,-3080.00
1874,-3040.00
1875,-3040.00
1876,-3080.00
1877,-3040.00
1878,-3080.00
1879,-3080.00
1880,-3040.00
1881,-3040.00
1882,-3080.00
1883,-3080.00
1884,-3040.00
1885,-3040.00
1886,-3080.00
1887,-3080.00
1888,-3040.00
1889,-3040.00
1890,-3040.00
1891,-3080.00
1892,-3040.00
1893,-3040.00
1894,-3080.00
1895,-3080.00
1896,-3040.00
1897,-3040.00
1898,-3080.00
1899,-3080.00
1900,-3080.00
